"index";"Company";"TypeName";"inches";"screen_size";"resolution_width";"resolution_height";"touchscreen";"cpu_brand";"cpu_name";"cpu_speed";"Ram";"memory_type";"primary_storage";"secondary_storage";"gpu_brand";"gpu_name";"OpSys";"Weight";"price";"ppi"
500;"Lenovo";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"window";2.3;48538;141
501;"Asus";"Netbook";11.6;"small";768;1366;0;"Intel";" Celeron Dual";1.1;4;"FlashStorage";64;0;"Intel";" HD Graphics 500";"window";1.2;18115;135
502;"HP";"Notebook";15.6;"medium";768;1366;0;"Intel";" Core i5";2.5;8;"SSD";256;0;"AMD";" Radeon 520";"window";1.91;32980;100
503;"Lenovo";"2 in 1 Convertible";13.9;"small";1080;1920;1;"Intel";" Core i5";1.6;8;"SSD";256;0;"Intel";" UHD Graphics 620";"window";1.4;85195;158
504;"Lenovo";"Notebook";14.0;"medium";768;1366;0;"Intel";" Celeron Dual";1.1;4;"HDD";500;0;"Intel";" HD Graphics 500";"window";2.1;15931;112
505;"Lenovo";"Netbook";11.6;"small";768;1366;0;"Intel";" Celeron Dual";1.6;4;"SSD";16;0;"Intel";" HD Graphics 400";"other";1.25;14119;135
506;"Lenovo";"Notebook";13.3;"small";1080;1920;0;"Intel";" Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"window";1.44;50563;166
507;"Asus";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.7;8;"Hybrid";256;1024;"Intel";" HD Graphics 620";"window";2.0;65215;141
508;"Acer";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i5";1.6;4;"HDD";1024;0;"Nvidia";" GeForce MX150";"window";2.2;32661;141
509;"HP";"Ultrabook";13.3;"small";1080;1920;0;"Intel";" Core i7";2.7;8;"SSD";512;0;"Intel";" HD Graphics 620";"window";1.34;70489;166
510;"Lenovo";"Gaming";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.8;8;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1060";"N/A";2.4;61219;141
511;"Dell";"Ultrabook";13.3;"small";1080;1920;1;"Intel";" Core i5";2.5;8;"SSD";128;0;"Intel";" HD Graphics 620";"window";1.29;47899;166
512;"Acer";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.7;4;"HDD";500;0;"Nvidia";" GeForce 940MX";"window";2.2;34046;141
513;"Dell";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i5";2.5;8;"HDD";1024;0;"Intel";" HD Graphics 620";"window";2.18;44542;141
514;"Dell";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i7";1.8;16;"Hybrid";256;2048;"AMD";" Radeon 530";"window";2.2;64961;141
515;"Xiaomi";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i7";1.8;16;"SSD";256;0;"Nvidia";" GeForce MX150";"N/A";1.95;74589;141
516;"Asus";"Netbook";11.6;"small";768;1366;0;"Intel";" Celeron Dual";1.1;2;"FlashStorage";32;0;"Intel";" HD Graphics 500";"window";1.1;13054;135
517;"HP";"Notebook";15.6;"medium";768;1366;1;"Intel";" Core i5";1.6;4;"HDD";1024;0;"Intel";" UHD Graphics 620";"window";2.04;27784;100
518;"Asus";"Gaming";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.8;24;"SSD";512;0;"Nvidia";" GeForce GTX1080";"window";2.24;158135;141
519;"HP";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i5";2.5;8;"SSD";256;0;"Nvidia";" GeForce 930MX";"window";2.04;47366;141
520;"Asus";"Gaming";17.3;"large";1080;1920;0;"Intel";" Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";" GeForce GTX1050 Ti";"window";3.0;80133;127
521;"Lenovo";"Gaming";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.8;8;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1060";"window";3.2;74539;141
522;"HP";"Ultrabook";13.3;"small";1080;1920;0;"Intel";" Core i7";2.7;8;"SSD";256;0;"Intel";" HD Graphics 620";"window";1.32;74539;166
523;"Dell";"Notebook";14.0;"medium";1080;1920;0;"Intel";" Core i5";2.6;8;"SSD";256;0;"Intel";" HD Graphics 620";"window";1.64;68184;157
524;"HP";"Notebook";15.6;"medium";768;1366;0;"Intel";" Core i3";2.0;4;"SSD";128;0;"Intel";" HD Graphics 520";"window";1.63;36710;100
525;"Dell";"Notebook";17.3;"large";1080;1920;0;"Intel";" Core i5";1.6;8;"Hybrid";128;1024;"AMD";" Radeon 530";"linux";2.8;47366;127
526;"Lenovo";"Notebook";24.0;"large";1080;1920;0;"Intel";" Core i5";2.3;8;"SSD";256;0;"Intel";" HD Graphics 520";"window";2.02;71395;92
527;"Lenovo";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.7;4;"HDD";1024;0;"Nvidia";" GeForce 920MX";"window";2.2;42571;141
528;"Lenovo";"Notebook";15.6;"medium";768;1366;0;"Intel";" Core i3";2.0;8;"HDD";2048;0;"Nvidia";" GeForce 920MX ";"N/A";2.2;24456;100
529;"Dell";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i5";2.5;4;"HDD";500;0;"AMD";" Radeon R5 M430";"window";2.3;31169;141
530;"Dell";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i5";2.8;8;"SSD";256;0;"Intel";" HD Graphics 620";"window";1.9;73367;141
531;"Dell";"Gaming";17.3;"large";1080;1920;0;"Intel";" Core i7";2.8;16;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1070";"window";4.42;160520;127
532;"Toshiba";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i5";2.5;8;"HDD";500;0;"Intel";" HD Graphics 620";"window";2.0;45821;141
533;"Asus";"Notebook";15.6;"medium";2160;3840;0;"Intel";" Core i7";2.7;8;"Hybrid";256;1024;"Nvidia";" GeForce GTX 960M";"window";2.0;69211;282
534;"Mediacom";"Notebook";13.3;"small";1080;1920;0;"Intel";" Celeron Quad";1.1;4;"SSD";32;0;"Intel";" HD Graphics 500";"window";1.2;19660;166
535;"Asus";"Gaming";15.6;"medium";1080;1920;0;"Intel";" Core i5";2.5;8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1060";"window";2.3;87859;141
536;"Dell";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.8;8;"SSD";256;0;"Nvidia";" GeForce 930MX";"window";1.93;72940;141
537;"Dell";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i5";1.6;8;"SSD";256;0;"AMD";" Radeon 530";"window";2.2;42486;141
538;"HP";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Pentium Quad";1.6;4;"SSD";256;0;"Intel";" HD Graphics 405";"window";1.86;21258;141
539;"HP";"Gaming";17.3;"large";1080;1920;0;"Intel";" Core i7";2.8;12;"HDD";1024;0;"Nvidia";" GeForce GTX 1060";"window";2.62;95851;127
540;"Lenovo";"Notebook";14.0;"medium";1080;1920;0;"Intel";" Core i7";2.7;8;"SSD";256;0;"Nvidia";" GeForce 940MX";"window";1.87;45768;157
541;"Dell";"Ultrabook";13.3;"small";1800;3200;1;"Intel";" Core i7";1.8;8;"SSD";256;0;"Intel";" UHD Graphics 620";"window";1.2;74539;276
542;"Dell";"Notebook";14.0;"medium";1080;1920;0;"Intel";" Core i3";2.0;4;"SSD";128;0;"Intel";" HD Graphics 520";"window";1.6;39207;157
543;"HP";"Ultrabook";13.3;"small";1800;3200;0;"Intel";" Core i7";2.7;8;"SSD";256;0;"Intel";" HD Graphics 620";"window";1.34;61006;276
544;"Acer";"Gaming";15.6;"medium";1080;1920;0;"Intel";" Core i5";2.5;8;"HDD";1024;0;"Nvidia";" GeForce GTX 1050";"linux";2.4;42517;141
545;"Asus";"Notebook";15.6;"medium";768;1366;0;"AMD";" E-Series 7110";1.8;4;"HDD";500;0;"AMD";" Radeon R2 Graphics";"window";2.0;18595;100
546;"HP";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i3";2.4;4;"SSD";128;0;"Intel";" HD Graphics 620";"window";2.1;37589;141
547;"Lenovo";"Notebook";14.0;"medium";1080;1920;0;"Intel";" Core i5";2.5;4;"HDD";500;0;"Intel";" HD Graphics 620";"window";1.87;41825;157
548;"Lenovo";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i5";2.3;4;"HDD";1024;0;"Intel";" HD Graphics 520";"N/A";2.15;24634;141
549;"HP";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i3";2.0;4;"HDD";500;0;"Intel";" HD Graphics 520";"window";1.86;21152;141
550;"Lenovo";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.7;8;"SSD";512;0;"Intel";" HD Graphics 620";"window";1.99;92121;141
551;"Lenovo";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i3";2.0;4;"SSD";128;0;"Intel";" HD Graphics 520";"window";2.2;26587;141
552;"Dell";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"window";1.9;59513;141
553;"Dell";"Gaming";17.3;"large";1080;1920;0;"Intel";" Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1070";"window";4.42;143803;127
554;"HP";"Notebook";17.3;"large";900;1600;0;"Intel";" Core i3";2.0;8;"HDD";1024;0;"Intel";" HD Graphics 520";"window";2.65;28992;106
555;"HP";"Notebook";17.3;"large";1080;1920;0;"Intel";" Core i7";2.7;8;"HDD";1024;0;"Nvidia";" GeForce 930MX";"window";2.63;68198;127
556;"Asus";"Notebook";15.6;"medium";768;1366;0;"Intel";" Celeron Dual";1.1;4;"HDD";500;0;"Intel";" HD Graphics 500";"linux";2.0;11935;100
557;"Mediacom";"Notebook";13.3;"small";1080;1920;0;"Intel";" Atom x5-Z8350";1.4;4;"FlashStorage";32;0;"Intel";" HD Graphics";"window";1.35;13586;166
558;"Lenovo";"Notebook";17.3;"large";900;1600;0;"Intel";" Core i7";2.7;6;"Hybrid";128;1024;"Nvidia";" GeForce 940MX";"window";2.8;50563;106
559;"HP";"Notebook";15.6;"medium";1080;1920;0;"AMD";" A10-Series A10-9620P";2.5;6;"SSD";128;0;"AMD";" Radeon 530";"window";1.91;30311;141
560;"Dell";"Notebook";15.6;"medium";768;1366;0;"Intel";" Core i3";2.0;4;"HDD";1024;0;"AMD";" Radeon R5 M420";"window";2.18;32922;100
561;"Acer";"2 in 1 Convertible";11.6;"small";1080;1920;1;"Intel";" Celeron Dual";2.0;4;"FlashStorage";32;0;"Intel";" HD Graphics 500";"window";1.25;18595;190
562;"Lenovo";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i3";2.7;4;"SSD";128;0;"Intel";" HD Graphics 620";"window";2.05;33566;141
563;"HP";"Ultrabook";13.3;"small";1800;3200;1;"Intel";" Core M";1.2;16;"SSD";512;0;"Intel";" HD Graphics 515";"window";1.16;104695;276
564;"Lenovo";"Notebook";17.3;"large";1080;1920;0;"Intel";" Core i7";2.8;8;"SSD";256;0;"Nvidia";" Quadro M620M";"window";3.4;159787;127
565;"Asus";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i5";2.5;8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1050";"window";2.5;44702;141
566;"Dell";"Ultrabook";13.3;"small";2160;3840;1;"Intel";" Core i5";1.6;8;"SSD";128;0;"Intel";" UHD Graphics 620";"window";1.21;85195;331
567;"Dell";"Notebook";15.6;"medium";768;1366;0;"Intel";" Core i5";2.6;4;"HDD";500;0;"Intel";" HD Graphics 620";"window";1.93;51096;100
569;"Lenovo";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Pentium Quad";1.1;4;"HDD";500;0;"Intel";" HD Graphics 505";"window";2.2;18328;141
570;"Lenovo";"Notebook";14.0;"medium";768;1366;0;"Intel";" Core i5";2.5;4;"HDD";500;0;"Intel";" HD Graphics 620";"window";2.02;52747;112
571;"HP";"Workstation";17.3;"large";900;1600;0;"Intel";" Core i5";2.8;8;"HDD";500;0;"Nvidia";" Quadro M1200";"window";3.14;99154;106
572;"HP";"Notebook";14.0;"medium";768;1366;0;"Intel";" Pentium Quad";1.6;8;"HDD";2048;0;"Intel";" HD Graphics 405";"window";1.94;20726;112
573;"HP";"Notebook";15.6;"medium";1080;1920;0;"AMD";" A9-Series A9-9420";3.0;6;"SSD";256;0;"AMD";" Radeon 530";"window";1.95;34579;141
574;"Lenovo";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"window";2.3;44222;141
575;"Lenovo";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i5";1.6;4;"HDD";500;0;"Intel";" HD Graphics 620";"window";2.05;36497;141
576;"Mediacom";"Notebook";14.0;"medium";1080;1920;0;"Intel";" Atom x5-Z8350";1.4;4;"SSD";32;0;"Intel";" HD Graphics";"window";1.4;13267;157
577;"Toshiba";"Ultrabook";14.0;"medium";1080;1920;1;"Intel";" Core i7";2.7;16;"SSD";512;0;"Intel";" HD Graphics 620";"window";1.24;99367;157
578;"Lenovo";"Gaming";17.3;"large";1080;1920;0;"Intel";" Core i7";2.7;32;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1070";"window";4.6;141885;127
579;"MSI";"Gaming";17.3;"large";1080;1920;0;"Intel";" Core i7";2.9;16;"Hybrid";512;1024;"Nvidia";" GeForce GTX 1070";"window";4.14;145401;127
580;"Dell";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.7;8;"SSD";256;0;"AMD";" Radeon R5 M430";"linux";2.2;39907;141
581;"Mediacom";"Notebook";14.0;"medium";1080;1920;0;"Intel";" Celeron Quad";1.1;4;"SSD";32;0;"Intel";" HD Graphics 500";"window";1.45;20726;157
582;"Dell";"Notebook";15.6;"medium";768;1366;0;"Intel";" Core i5";2.6;8;"HDD";500;0;"Intel";" HD Graphics 620";"window";1.9;53734;100
583;"HP";"Notebook";13.3;"small";1080;1920;0;"Intel";" Core i3";2.4;4;"SSD";128;0;"Intel";" HD Graphics 620";"window";1.49;38308;166
584;"Dell";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.8;16;"SSD";256;0;"Nvidia";" GeForce 930MX";"window";1.93;81912;141
585;"Dell";"Netbook";11.6;"small";768;1366;0;"Intel";" Celeron Dual";1.6;4;"FlashStorage";16;0;"Intel";" HD Graphics 400";"other";1.26;15718;135
586;"MSI";"Gaming";17.3;"large";1080;1920;0;"Intel";" Core i7";2.7;16;"Hybrid";128;1024;"Nvidia";" GeForce GTX 980M";"window";4.5;125155;127
587;"HP";"Gaming";17.3;"large";1080;1920;0;"Intel";" Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1050";"window";3.78;79813;127
588;"Lenovo";"Ultrabook";14.0;"medium";1080;1920;0;"Intel";" Core i7";2.6;12;"SSD";256;0;"Intel";" HD Graphics 520";"window";8.4;89137;157
589;"Lenovo";"Notebook";15.6;"medium";768;1366;1;"Intel";" Core i7";1.8;12;"HDD";1024;0;"Intel";" HD Graphics 620";"window";2.2;32448;100
590;"Asus";"Gaming";17.3;"large";1080;1920;0;"Intel";" Core i5";2.5;8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1060";"window";2.73;94306;127
591;"Asus";"2 in 1 Convertible";15.6;"medium";768;1366;1;"Intel";" Core i5";2.5;8;"HDD";1024;0;"Intel";" HD Graphics 520";"window";2.2;39374;100
592;"Lenovo";"Notebook";15.6;"medium";1080;1920;0;"AMD";" A12-Series 9720P";3.6;12;"SSD";512;0;"AMD";" Radeon 530";"window";2.2;50563;141
593;"Dell";"2 in 1 Convertible";31.6;"large";768;1366;1;"Intel";" Core M";1.0;4;"SSD";128;0;"Intel";" HD Graphics 615";"window";1.39;32128;50
594;"Samsung";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.8;16;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1050";"window";2.5;90523;141
595;"Lenovo";"Notebook";17.3;"large";1080;1920;0;"Intel";" Core i3";2.0;4;"HDD";500;0;"Intel";" HD Graphics 520";"N/A";2.8;28185;127
596;"Lenovo";"Notebook";15.6;"medium";768;1366;0;"Intel";" Core i3";2.3;8;"HDD";1024;0;"Intel";" HD Graphics 520";"window";2.29;24456;100
597;"Lenovo";"2 in 1 Convertible";13.3;"small";1080;1920;1;"Intel";" Core i7";2.7;8;"SSD";512;0;"Intel";" HD Graphics 620";"window";1.37;107892;166
598;"Lenovo";"Notebook";14.0;"medium";1080;1920;0;"Intel";" Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 630";"window";1.7;78535;157
599;"Dell";"2 in 1 Convertible";12.5;"small";1080;1920;1;"Intel";" Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"window";1.34;88978;176
600;"Dell";"Workstation";15.6;"medium";1080;1920;1;"Intel";" Core i7";2.8;8;"SSD";256;0;"Nvidia";" Quadro M620";"window";2.06;93933;141
601;"HP";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.7;8;"SSD";256;0;"Intel";" HD Graphics 620";"window";1.84;64948;141
602;"HP";"Notebook";15.6;"medium";768;1366;0;"Intel";" Core i3";2.4;4;"HDD";500;0;"Intel";" HD Graphics 620";"window";2.1;35617;100
603;"Acer";"Notebook";14.0;"medium";1080;1920;0;"Intel";" Celeron Quad";1.1;4;"FlashStorage";32;0;"Intel";" HD Graphics 500";"window";1.6;17529;157
604;"MSI";"Gaming";17.3;"large";1080;1920;0;"Intel";" Core i7";2.7;16;"Hybrid";128;1024;"Nvidia";" GeForce GTX 970M";"window";4.14;117163;127
605;"Dell";"Notebook";15.6;"medium";768;1366;0;"Intel";" Core i3";2.0;4;"HDD";1024;0;"AMD";" Radeon R5 M420";"linux";2.18;24775;100
606;"MSI";"Gaming";15.6;"medium";2160;3840;0;"Intel";" Core i7";2.8;16;"Hybrid";256;2048;"Nvidia";" GeForce GTX 1060";"window";1.8;122491;282
607;"Toshiba";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.5;8;"SSD";256;0;"Intel";" HD Graphics 520";"window";2.2;74539;141
608;"Lenovo";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i5";2.5;6;"HDD";1024;0;"Intel";" HD Graphics 620";"window";2.4;30050;141
609;"Lenovo";"2 in 1 Convertible";15.6;"medium";1080;1920;1;"Intel";" Core i7";2.8;8;"SSD";256;0;"Intel";" HD Graphics 630";"window";2.0;69211;141
610;"Acer";"Notebook";14.0;"medium";768;1366;0;"Intel";" Pentium Quad";1.6;4;"FlashStorage";128;0;"Intel";" HD Graphics 405";"window";1.6;18595;112
611;"Lenovo";"Notebook";15.6;"medium";2160;3840;0;"Intel";" Xeon E3-1535M";3.1;32;"SSD";1024;0;"Nvidia";" Quadro M2200M";"window";2.5;261019;282
612;"Dell";"Gaming";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.6;16;"HDD";1024;0;"Nvidia";" GeForce GTX 960<U+039C>";"window";2.59;46834;141
613;"Dell";"Notebook";15.6;"medium";768;1366;0;"Intel";" Core i3";2.0;4;"HDD";1024;0;"Intel";" HD Graphics 520";"linux";2.18;23651;100
614;"Dell";"Notebook";15.6;"medium";768;1366;0;"Intel";" Core i3";2.0;4;"HDD";1024;0;"Intel";" HD Graphics 520";"linux";2.25;19128;100
615;"Dell";"Notebook";15.6;"medium";768;1366;0;"Intel";" Core i5";2.6;4;"HDD";500;0;"Intel";" HD Graphics 620";"linux";1.93;46300;100
616;"Asus";"Gaming";17.3;"large";1080;1920;0;"Intel";" Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1050";"window";3.0;62231;127
618;"HP";"Ultrabook";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.7;8;"SSD";512;0;"Intel";" HD Graphics 620";"window";1.84;74006;141
619;"MSI";"Gaming";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1070";"window";2.94;120832;141
620;"Acer";"2 in 1 Convertible";11.6;"small";768;1366;1;"Intel";" Celeron Quad";1.6;4;"FlashStorage";32;0;"Intel";" HD Graphics 400";"other";1.25;20193;135
621;"HP";"Notebook";14.0;"medium";768;1366;0;"Intel";" Core i5";2.6;8;"SSD";256;0;"Intel";" HD Graphics 620";"window";2.31;59887;112
622;"Lenovo";"Notebook";14.0;"medium";1080;1920;0;"Intel";" Core i5";2.3;8;"SSD";256;0;"Intel";" HD Graphics 520";"window";1.65;78055;157
623;"Dell";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i5";1.6;4;"HDD";1024;0;"AMD";" Radeon 530";"window";2.2;41345;141
624;"Fujitsu";"Notebook";15.6;"medium";768;1366;0;"Intel";" Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"window";2.2;42571;100
625;"HP";"Notebook";15.6;"medium";768;1366;0;"Intel";" Core i5";2.3;4;"HDD";500;0;"Intel";" HD Graphics 520";"window";1.88;49657;100
627;"Mediacom";"Notebook";14.0;"medium";1080;1920;0;"Intel";" Atom x5-Z8350";1.4;2;"FlashStorage";32;0;"Intel";" HD Graphics";"window";1.4;12734;157
628;"Lenovo";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i5";2.5;4;"SSD";128;0;"Intel";" HD Graphics 620";"N/A";2.2;24935;141
629;"Asus";"2 in 1 Convertible";13.3;"small";1080;1920;1;"Intel";" Core i5";2.5;6;"HDD";1024;0;"Intel";" HD Graphics 620";"window";1.5;34046;166
631;"Asus";"Ultrabook";14.0;"medium";1080;1920;0;"Intel";" Core i7";2.7;16;"SSD";512;0;"Intel";" HD Graphics 620";"window";11.1;101232;157
632;"Dell";"Gaming";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1050 Ti";"window";2.62;78801;141
633;"Lenovo";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i5";1.6;4;"SSD";256;0;"Intel";" UHD Graphics 620";"window";1.8;44169;141
634;"Lenovo";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i3";2.0;4;"HDD";1024;0;"Nvidia";" GeForce 920MX ";"window";2.2;30849;141
635;"Asus";"Notebook";15.6;"medium";768;1366;0;"Intel";" Celeron Dual";1.1;8;"HDD";1024;0;"Intel";" HD Graphics 500";"window";2.0;21259;100
636;"Asus";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i5";2.5;8;"HDD";1024;0;"Nvidia";" GeForce GTX 1050";"window";1.99;48305;141
637;"Dell";"Ultrabook";13.3;"small";1800;3200;1;"Intel";" Core i5";1.6;8;"SSD";256;0;"Intel";" UHD Graphics 620";"window";1.23;99580;276
638;"Lenovo";"Notebook";14.0;"medium";768;1366;0;"Intel";" Celeron Dual";1.6;2;"FlashStorage";32;0;"Intel";" HD Graphics 400";"window";1.42;13267;112
639;"Lenovo";"2 in 1 Convertible";13.3;"small";1080;1920;1;"Intel";" Core i7";2.7;8;"SSD";256;0;"Intel";" HD Graphics 620";"window";1.37;93635;166
640;"Dell";"Notebook";15.6;"medium";2160;3840;1;"Intel";" Core i7";2.8;16;"SSD";1024;0;"Nvidia";" GeForce GTX 1050";"window";2.06;127819;282
641;"Lenovo";"Gaming";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1050M";"window";2.5;59088;141
642;"HP";"Notebook";17.0;"large";900;1600;0;"AMD";" A9-Series 9420";3.0;8;"HDD";1024;0;"AMD";" Radeon R5";"window";2.6;27754;108
643;"Lenovo";"Ultrabook";14.0;"medium";1080;1920;0;"Intel";" Core i7";2.7;16;"SSD";512;0;"Intel";" HD Graphics 620";"window";1.14;130536;157
644;"Asus";"Gaming";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.8;8;"HDD";1024;0;"Nvidia";" GeForce GTX 1050 Ti";"N/A";2.5;62284;141
645;"Acer";"Notebook";15.6;"medium";768;1366;0;"Intel";" Core i3";2.0;4;"HDD";500;0;"Intel";" HD Graphics 520";"window";2.4;23976;100
646;"Lenovo";"Notebook";14.0;"medium";768;1366;0;"Intel";" Celeron Dual";1.6;4;"FlashStorage";32;0;"Intel";" HD Graphics";"window";1.43;14599;112
647;"Acer";"Ultrabook";14.0;"medium";1080;1920;0;"Intel";" Core i5";2.5;8;"SSD";256;0;"Intel";" Graphics 620";"window";1.8;48964;157
648;"Razer";"Gaming";14.0;"medium";1080;1920;0;"Intel";" Core i7";2.8;16;"SSD";256;0;"Nvidia";" GeForce GTX 1060";"window";1.95;138475;157
649;"Toshiba";"Notebook";13.3;"small";1080;1920;0;"Intel";" Core i5";2.3;8;"SSD";256;0;"Intel";" HD Graphics 520";"window";1.2;64629;166
650;"Lenovo";"Ultrabook";12.5;"small";1080;1920;0;"Intel";" Core i7";2.7;8;"SSD";256;0;"Intel";" HD Graphics 620";"window";1.36;84396;176
651;"Asus";"Gaming";17.3;"large";1080;1920;0;"Intel";" Core i7";2.7;32;"SSD";512;0;"Nvidia";" GeForce GTX 1080";"window";3.8;149131;127
652;"Acer";"Gaming";15.6;"medium";1080;1920;0;"Intel";" Core i5";2.5;8;"HDD";1024;0;"Nvidia";" GeForce GTX 1050";"linux";2.4;37776;141
653;"Dell";"Ultrabook";13.3;"small";1080;1920;0;"Intel";" Core i5";1.6;8;"SSD";256;0;"Intel";" UHD Graphics 620";"window";1.2;77251;166
654;"MSI";"Gaming";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1050 Ti";"window";2.2;63499;141
655;"HP";"Notebook";15.6;"medium";768;1366;0;"Intel";" Core i3";2.0;4;"HDD";500;0;"Intel";" HD Graphics 520";"N/A";1.86;19442;100
656;"Toshiba";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i5";2.5;8;"HDD";500;0;"Intel";" HD Graphics 620";"window";2.0;56690;141
657;"Dell";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i7";1.8;8;"SSD";256;0;"AMD";" Radeon 530";"window";6.2;48964;141
658;"Dell";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i7";1.8;16;"Hybrid";256;2048;"AMD";" Radeon 530";"window";2.2;60473;141
659;"Lenovo";"Gaming";15.6;"medium";1080;1920;0;"Intel";" Core i7";2.6;8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 960";"window";3.31;63723;141
660;"Dell";"Gaming";17.3;"large";2160;3840;0;"Intel";" Core i7";2.8;32;"Hybrid";512;1024;"Nvidia";" GeForce GTX 1070";"window";4.42;167692;255
661;"Dell";"Notebook";14.0;"medium";1080;1920;0;"Intel";" Core i5";2.4;8;"SSD";256;0;"Intel";" HD Graphics 520";"window";1.56;65481;157
662;"Lenovo";"Notebook";15.6;"medium";768;1366;0;"Intel";" Celeron Dual";1.1;4;"HDD";500;0;"Intel";" HD Graphics 500";"window";2.2;22324;100
663;"Lenovo";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i5";2.3;4;"HDD";500;0;"Intel";" HD Graphics 520";"window";2.2;28505;141
664;"HP";"Notebook";15.6;"medium";1080;1920;0;"Intel";" Core i3";2.0;6;"HDD";1024;0;"AMD";" Radeon R5 M430";"window";2.04;28718;141
665;"MSI";"Gaming";17.3;"large";1080;1920;0;"Intel";" Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1060";"window";2.7;79215;127
